# ERR8765415_s	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR876/ERR8765415/Hov4_1_P7.fastq.gz
ERR8765656	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR876/006/ERR8765656/ERR8765656.fastq.gz
# ERR8765656_s	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR876/ERR8765656/Hov4_5_P7.fastq.gz
ERR8765649	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR876/009/ERR8765649/ERR8765649.fastq.gz
# ERR8765649_s	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR876/ERR8765649/Hov4_4_P7.fastq.gz
ERR8765645	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR876/005/ERR8765645/ERR8765645.fastq.gz
# ERR8765645_s	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR876/ERR8765645/Hov4_3_P7.fastq.gz
ERR8765406	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR876/006/ERR8765406/ERR8765406.fastq.gz
# ERR8765406_s	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR876/ERR8765406/Hov4_6_P6.fastq.gz
ERR7987289_1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR798/009/ERR7987289/ERR7987289_1.fastq.gz
ERR7987289_2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR798/009/ERR7987289/ERR7987289_2.fastq.gz
ERR7987287_1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR798/007/ERR7987287/ERR7987287_1.fastq.gz
ERR7987287_2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR798/007/ERR7987287/ERR7987287_2.fastq.gz
ERR7987290_1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR798/000/ERR7987290/ERR7987290_1.fastq.gz
ERR7987290_2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR798/000/ERR7987290/ERR7987290_2.fastq.gz
ERR5903374_1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/004/ERR5903374/ERR5903374_1.fastq.gz
ERR5903374_2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/004/ERR5903374/ERR5903374_2.fastq.gz
ERR5906617_1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/007/ERR5906617/ERR5906617_1.fastq.gz
ERR5906617_2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/007/ERR5906617/ERR5906617_2.fastq.gz
ERR5903368_1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/008/ERR5903368/ERR5903368_1.fastq.gz
ERR5903368_2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/008/ERR5903368/ERR5903368_2.fastq.gz
ERR5906616_1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/006/ERR5906616/ERR5906616_1.fastq.gz
ERR5906616_2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/006/ERR5906616/ERR5906616_2.fastq.gz
ERR5906614_1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/004/ERR5906614/ERR5906614_1.fastq.gz
ERR5906614_2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/004/ERR5906614/ERR5906614_2.fastq.gz
ERR5906615_1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/005/ERR5906615/ERR5906615_1.fastq.gz
ERR5906615_2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/005/ERR5906615/ERR5906615_2.fastq.gz
